condition,cut,rule,confirmation,early_k,late_h,process_tier,images
semi,0.2,G10_geometry,suffix_and_tail,4,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,4,15,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_and_tail,4,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,4,15,intermediate_or_order_sensitive,15
semi,0.2,G10_geometry,suffix_and_tail,4,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,4,18,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_and_tail,4,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,4,18,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_and_tail,4,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,4,18,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_and_tail,4,19,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_and_tail,4,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,4,19,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_and_tail,4,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,4,19,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_and_tail,5,10,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,5,10,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,5,10,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_and_tail,5,10,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,5,12,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,5,12,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,5,12,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_and_tail,5,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,5,15,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,5,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,5,15,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_and_tail,5,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,5,18,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,5,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,5,18,intermediate_or_order_sensitive,11
semi,0.2,G10_geometry,suffix_and_tail,5,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,5,18,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_and_tail,5,19,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,5,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,5,19,intermediate_or_order_sensitive,11
semi,0.2,G10_geometry,suffix_and_tail,5,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,5,19,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_and_tail,6,10,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,6,10,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,6,10,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_and_tail,6,10,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,6,12,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,6,12,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,6,12,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_and_tail,6,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,6,15,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,6,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,6,15,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_and_tail,6,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,6,18,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,6,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,6,18,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_and_tail,6,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,6,18,later_few_supported_modes,2
semi,0.2,G10_geometry,suffix_and_tail,6,19,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,6,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,6,19,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_and_tail,6,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,6,19,later_few_supported_modes,2
semi,0.2,G10_geometry,suffix_and_tail,7,10,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,7,10,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,7,10,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_and_tail,7,10,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,7,12,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,7,12,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,7,12,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_and_tail,7,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,7,15,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,7,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,7,15,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_and_tail,7,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,7,18,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,7,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,7,18,intermediate_or_order_sensitive,13
semi,0.2,G10_geometry,suffix_and_tail,7,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,7,18,later_few_supported_modes,1
semi,0.2,G10_geometry,suffix_and_tail,7,19,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_and_tail,7,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_and_tail,7,19,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_and_tail,7,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_and_tail,7,19,later_few_supported_modes,2
semi,0.2,G10_geometry,suffix_only,2,10,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,2,10,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,2,10,intermediate_or_order_sensitive,15
semi,0.2,G10_geometry,suffix_only,2,10,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,2,12,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,2,12,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,2,12,intermediate_or_order_sensitive,15
semi,0.2,G10_geometry,suffix_only,2,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,2,15,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,2,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,2,15,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,2,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,2,15,later_few_supported_modes,1
semi,0.2,G10_geometry,suffix_only,2,18,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,2,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,2,18,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_only,2,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,2,18,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_only,2,19,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,2,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,2,19,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_only,2,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,2,19,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_only,3,10,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,3,10,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,3,10,intermediate_or_order_sensitive,15
semi,0.2,G10_geometry,suffix_only,3,10,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,3,12,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,3,12,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,3,12,intermediate_or_order_sensitive,15
semi,0.2,G10_geometry,suffix_only,3,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,3,15,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,3,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,3,15,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,3,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,3,15,later_few_supported_modes,1
semi,0.2,G10_geometry,suffix_only,3,18,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,3,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,3,18,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_only,3,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,3,18,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_only,3,19,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,3,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,3,19,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_only,3,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,3,19,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_only,4,10,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,4,10,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,4,10,intermediate_or_order_sensitive,15
semi,0.2,G10_geometry,suffix_only,4,10,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,4,12,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,4,12,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,4,12,intermediate_or_order_sensitive,15
semi,0.2,G10_geometry,suffix_only,4,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,4,15,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,4,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,4,15,intermediate_or_order_sensitive,15
semi,0.2,G10_geometry,suffix_only,4,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,4,18,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,4,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,4,18,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_only,4,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,4,18,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_only,4,19,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,suffix_only,4,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,4,19,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_only,4,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,4,19,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_only,5,10,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,5,10,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,5,10,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,5,10,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,5,12,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,5,12,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,5,12,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,5,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,5,15,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,5,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,5,15,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,5,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,5,18,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,5,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,5,18,intermediate_or_order_sensitive,11
semi,0.2,G10_geometry,suffix_only,5,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,5,18,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_only,5,19,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,5,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,5,19,intermediate_or_order_sensitive,11
semi,0.2,G10_geometry,suffix_only,5,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,5,19,later_few_supported_modes,3
semi,0.2,G10_geometry,suffix_only,6,10,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,6,10,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,6,10,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,6,10,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,6,12,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,6,12,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,6,12,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,6,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,6,15,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,6,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,6,15,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,6,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,6,18,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,6,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,6,18,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_only,6,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,6,18,later_few_supported_modes,2
semi,0.2,G10_geometry,suffix_only,6,19,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,6,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,6,19,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_only,6,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,6,19,later_few_supported_modes,2
semi,0.2,G10_geometry,suffix_only,7,10,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,7,10,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,7,10,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,7,10,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,7,12,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,7,12,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,7,12,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,7,12,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,7,15,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,7,15,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,7,15,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,suffix_only,7,15,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,7,18,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,7,18,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,7,18,intermediate_or_order_sensitive,13
semi,0.2,G10_geometry,suffix_only,7,18,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,7,18,later_few_supported_modes,1
semi,0.2,G10_geometry,suffix_only,7,19,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,suffix_only,7,19,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,suffix_only,7,19,intermediate_or_order_sensitive,12
semi,0.2,G10_geometry,suffix_only,7,19,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,suffix_only,7,19,later_few_supported_modes,2
semi,0.2,P_pattern,suffix_and_tail,2,10,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,suffix_and_tail,2,10,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,suffix_and_tail,2,10,intermediate_or_order_sensitive,11
semi,0.2,P_pattern,suffix_and_tail,2,10,invalid_records_preclude_process_tier,4
semi,0.2,P_pattern,suffix_and_tail,2,12,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,suffix_and_tail,2,12,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,suffix_and_tail,2,12,intermediate_or_order_sensitive,11
semi,0.2,P_pattern,suffix_and_tail,2,12,invalid_records_preclude_process_tier,4
semi,0.2,P_pattern,suffix_and_tail,2,15,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,suffix_and_tail,2,15,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,suffix_and_tail,2,15,intermediate_or_order_sensitive,10
semi,0.2,P_pattern,suffix_and_tail,2,15,invalid_records_preclude_process_tier,4
semi,0.2,P_pattern,suffix_and_tail,2,15,later_few_supported_modes,1
semi,0.2,P_pattern,suffix_and_tail,2,18,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,suffix_and_tail,2,18,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,suffix_and_tail,2,18,intermediate_or_order_sensitive,9
